locality;type of property;subtype of property;price;sale type;number of rooms;area;furnished;open fire;terrace;terrace area;number of facades;building state
Genk;Appartement;None;179000;notariale;3;140;0;0;TRUE;1;2;1
Genk;Appartement;Duplex;199000;notariale;6;120;0;0;None;None;2;3
Genk;Appartement;Serviceflat;150000;notariale;3;78;0;0;TRUE;5;1;1
Genk;Appartement;None;189000;notariale;5;74;1;0;None;None;1;1
Genk;Appartement;App. rez-de-chausssee;294885;notariale;4;70;0;0;None;None;1;1
Genk;Appartement;None;243900;notariale;4;94;0;0;None;None;1;2
Genk;Appartement;None;219100;notariale;4;89;0;0;None;None;1;2
Genk;Appartement;None;213300;notariale;4;80;0;0;None;None;1;2
Genk;Appartement;None;252600;notariale;4;100;0;0;None;None;1;2
Genk;Appartement;None;255500;notariale;4;100;0;0;None;None;1;2
Genk;Appartement;None;255100;notariale;4;100;0;0;None;None;1;2
Genk;Appartement;App. rez-de-chausssee;294885;notariale;4;97;0;0;None;None;2;1
Genk;Appartement;None;229000;notariale;4;101;0;0;None;None;1;1
Genk;Appartement;None;267500;notariale;4;106;0;0;None;None;1;2
Genk;Appartement;None;237500;notariale;4;97;0;0;None;None;1;2
Genk;Appartement;None;199700;notariale;3;75;0;0;None;None;1;2
Genk;Appartement;None;219100;notariale;4;89;0;0;None;None;1;2
Genk;Appartement;Penthouse;219100;notariale;4;89;0;0;None;None;1;2
Genk;Appartement;None;233900;notariale;4;92;0;0;None;None;1;2
Genk;Appartement;App. rez-de-chausssee;294885;notariale;4;97;0;0;None;None;1;2
Genk;Appartement;None;243900;notariale;4;94;0;0;None;None;1;2
Genk;Appartement;App. rez-de-chausssee;233500;notariale;4;97;0;0;None;None;1;2
Genk;Appartement;None;199700;notariale;3;75;0;0;None;None;1;2
Genk;Appartement;None;289500;notariale;3;103;0;0;None;None;1;1
Genk;Appartement;Duplex;249000;notariale;3;165;0;0;TRUE;20;2;2
Genk;Appartement;None;232100;notariale;4;90;0;0;None;None;1;2
Genk;Appartement;None;221400;notariale;4;85;0;0;None;None;1;2
Genk;Appartement;None;247900;notariale;4;93;0;0;None;None;1;2
Genk;Appartement;None;221500;notariale;4;85;0;0;None;None;1;2
Genk;Appartement;None;233200;notariale;4;90;0;0;None;None;1;2
Genk;Appartement;None;237100;notariale;4;92;0;0;None;None;1;2
Genk;Appartement;None;235800;notariale;4;91;0;0;None;None;1;2
Genk;Appartement;None;242800;notariale;3;86;0;0;None;None;1;2
Genk;Appartement;None;223900;notariale;3;79;0;0;None;None;1;2
Genk;Appartement;None;310000;notariale;6;135;0;0;None;None;3;1
Genk;Appartement;None;256999;notariale;2;112;0;0;None;None;1;1
Genk;Appartement;Duplex;262536;notariale;2;115;0;0;None;None;1;1
Genk;Appartement;None;246625;notariale;2;108;0;0;None;None;1;1
Genk;Appartement;None;204168;notariale;1;90;0;0;None;None;1;1
Genk;Appartement;App. rez-de-chausssee;219000;notariale;3;90;0;0;None;None;1;1
Genk;Appartement;None;149000;notariale;3;70;0;0;None;None;2;2
Genk;Appartement;None;241500;notariale;4;40;0;0;None;None;1;2
Genk;Appartement;None;241500;notariale;4;60;0;0;None;None;1;2
Genk;Appartement;App. rez-de-chausssee;233500;notariale;4;97;0;0;None;None;2;1
Genk;Appartement;None;237500;notariale;4;97;0;0;None;None;2;1
Genk;Appartement;None;256100;notariale;4;40;0;0;None;None;1;2
Genk;Appartement;None;199700;notariale;3;75;0;0;None;None;2;1
Genk;Appartement;None;270500;notariale;5;60;0;0;None;None;1;2
Genk;Appartement;None;256100;notariale;4;40;0;0;None;None;1;2
Genk;Appartement;Penthouse;295300;notariale;4;60;0;0;None;None;1;2
Genk;Appartement;None;267400;notariale;4;40;0;0;None;None;1;2
Genk;Appartement;Serviceflat;165000;notariale;3;55;0;0;None;None;2;1
Genk;Appartement;None;430000;notariale;0;200;0;0;None;None;2;1
